time,open,high,low,close,tick_volume,spread,real_volume
2021-09-28 02:30:00+00:00,1.16916,1.16942,1.1691,1.16916,329,2,0
2021-09-28 03:00:00+00:00,1.16916,1.16942,1.16913,1.1694,251,2,0
2021-09-28 03:30:00+00:00,1.1694,1.16987,1.16938,1.16986,272,2,0
2021-09-28 04:00:00+00:00,1.16986,1.17032,1.16982,1.16989,535,2,0
2021-09-28 04:30:00+00:00,1.1699,1.17008,1.16968,1.16986,496,2,0
2021-09-28 05:00:00+00:00,1.16986,1.17011,1.1681300000000001,1.16853,1218,2,0
2021-09-28 05:30:00+00:00,1.16853,1.16876,1.16742,1.16763,1334,2,0
2021-09-28 06:00:00+00:00,1.16763,1.16809,1.16722,1.16767,1673,2,0
2021-09-28 06:30:00+00:00,1.16765,1.16871,1.16721,1.16871,1547,2,0
2021-09-28 07:00:00+00:00,1.16868,1.16887,1.1675200000000001,1.16791,1473,2,0
2021-09-28 07:30:00+00:00,1.1679,1.16859,1.16773,1.16804,1317,2,0
2021-09-28 08:00:00+00:00,1.16804,1.16848,1.16755,1.1679599999999999,1129,2,0
2021-09-28 08:30:00+00:00,1.16795,1.16799,1.16731,1.16785,1108,2,0
2021-09-28 09:00:00+00:00,1.1678600000000001,1.16833,1.16765,1.16769,1447,2,0
2021-09-28 09:30:00+00:00,1.16769,1.16818,1.1675,1.16817,1310,2,0
2021-09-28 10:00:00+00:00,1.16817,1.16864,1.16774,1.16844,1644,2,0
2021-09-28 10:30:00+00:00,1.16844,1.16932,1.16831,1.16871,1548,2,0
2021-09-28 11:00:00+00:00,1.16871,1.16887,1.1676,1.1682,1832,2,0
2021-09-28 11:30:00+00:00,1.16822,1.16853,1.16728,1.16804,2180,2,0
2021-09-28 12:00:00+00:00,1.16804,1.16878,1.16777,1.16844,1925,2,0
2021-09-28 12:30:00+00:00,1.16844,1.1685,1.16715,1.16808,1929,2,0
2021-09-28 13:00:00+00:00,1.16805,1.1701,1.16748,1.16926,3022,2,0
2021-09-28 13:30:00+00:00,1.16926,1.1697,1.16721,1.16738,2800,2,0
2021-09-28 14:00:00+00:00,1.16738,1.1682299999999999,1.16682,1.16814,2162,2,0
