,date,open,high,low,close,tick_volume,spread,real_volume
2296,11/20/2018 19:00,17894,17929,17780,17849,3025,1,0
2297,11/20/2018 18:30,18095,18141,17887,17894,3164,1,0
2298,11/20/2018 18:00,18063,18140,17987,18096,3336,1,0
2299,11/20/2018 17:30,17914,18095,17887,18063,3734,1,0
2300,11/20/2018 17:00,18052,18116,17900,17912,4024,1,0
2301,11/20/2018 16:30,17829,18092,17769,18049,5238,1,0
2302,11/20/2018 16:00,17904,17944,17664,17824,6221,1,0
2303,11/20/2018 15:30,17772,18112,17690,17906,6093,1,0
2304,11/19/2018 21:30,18613,18619,18498,18578,3807,1,0
2305,11/19/2018 21:00,18652,18708,18596,18612,2972,1,0
2306,11/19/2018 20:30,18644,18681,18597,18652,3329,1,0
2307,11/19/2018 20:00,18602,18656,18550,18645,3492,1,0
2308,11/19/2018 19:30,18622,18695,18581,18601,3216,1,0
2309,11/19/2018 19:00,18616,18660,18569,18623,3149,1,0
2310,11/19/2018 18:30,18659,18705,18606,18615,2712,1,0
2311,11/19/2018 18:00,18622,18673,18569,18659,3579,1,0
2312,11/19/2018 17:30,18657,18705,18592,18621,3530,1,0
2313,11/19/2018 17:00,18796,18816,18626,18658,3289,1,0
2314,11/19/2018 16:30,18780,18824,18688,18795,3610,1,0
2315,11/19/2018 16:00,18815,18820,18720,18780,4038,1,0
2316,11/19/2018 15:30,19019,19066,18786,18815,4568,1,0
2317,11/16/2018 21:30,19419,19436,19348,19363,2944,1,0
2318,11/16/2018 21:00,19415,19453,19392,19418,2641,1,0
2319,11/16/2018 20:30,19326,19436,19323,19413,2767,1,0
2320,11/16/2018 20:00,19263,19339,19251,19324,2350,1,0
2321,11/16/2018 19:30,19297,19302,19221,19264,2456,1,0
2322,11/16/2018 19:00,19363,19387,19262,19297,2511,1,0
2323,11/16/2018 18:30,19283,19449,19234,19363,3124,1,0
2324,11/16/2018 18:00,19284,19348,19260,19283,2408,1,0
2325,11/16/2018 17:30,19360,19378,19252,19283,2475,1,0
2326,11/16/2018 17:00,19373,19406,19305,19359,2587,1,0
2327,11/16/2018 16:30,19451,19495,19356,19373,3465,1,0
2328,11/16/2018 16:00,19261,19474,19235,19449,4150,1,0
2329,11/16/2018 15:30,19040,19272,18946,19262,3143,1,0
2330,11/15/2018 21:30,19056,19193,19054,19144,3415,1,0
2331,11/15/2018 21:00,19139,19149,19015,19059,2868,1,0
2332,11/15/2018 20:30,19155,19189,19105,19136,1792,1,0
2333,11/15/2018 20:00,19115,19162,19060,19150,2430,1,0
2334,11/15/2018 19:30,19043,19139,19025,19113,3467,1,0
2335,11/15/2018 19:00,18924,19056,18888,19045,3271,1,0
2336,11/15/2018 18:30,18987,19043,18895,18924,2845,1,0
2337,11/15/2018 18:00,19022,19038,18938,18985,3167,1,0
2338,11/15/2018 17:30,19006,19087,18975,19021,3391,1,0
2339,11/15/2018 17:00,18851,19022,18827,19006,3330,1,0
2340,11/15/2018 16:30,18758,18886,18689,18851,3442,1,0
2341,11/15/2018 16:00,18772,18827,18702,18758,3759,1,0
2342,11/15/2018 15:30,18815,18941,18725,18770,4092,1,0
2343,11/14/2018 21:30,18810,18812,18649,18660,2960,1,0
2344,11/14/2018 21:00,18826,18887,18784,18809,2850,1,0
2345,11/14/2018 20:30,18708,18844,18668,18825,2936,1,0
2346,11/14/2018 20:00,18697,18766,18591,18709,2787,1,0
2347,11/14/2018 19:30,18733,18755,18600,18697,2502,1,0
2348,11/14/2018 19:00,18643,18840,18622,18735,2976,1,0
2349,11/14/2018 18:30,18773,18782,18630,18645,3013,1,0
2350,11/14/2018 18:00,18874,18889,18670,18773,3590,1,0
2351,11/14/2018 17:30,18871,18885,18787,18868,3589,1,0
2352,11/14/2018 17:00,18988,18992,18843,18870,3779,1,0
2353,11/14/2018 16:30,18993,19073,18915,18990,3827,1,0
2354,11/14/2018 16:00,19213,19224,18889,18993,4487,1,0
2355,11/14/2018 15:30,19356,19446,19184,19213,4196,1,0
2356,11/13/2018 21:30,19244,19294,19190,19218,4704,1,0
2357,11/13/2018 21:00,19305,19375,19239,19247,3971,1,0
2358,11/13/2018 20:30,19333,19364,19257,19305,3315,1,0
2359,11/13/2018 20:00,19385,19394,19271,19334,3039,1,0
2360,11/13/2018 19:30,19395,19489,19372,19385,2778,1,0
2361,11/13/2018 19:00,19377,19442,19356,19396,3054,1,0
2362,11/13/2018 18:30,19479,19482,19343,19378,3020,1,0
2363,11/13/2018 18:00,19476,19522,19418,19478,3179,1,0
2364,11/13/2018 17:30,19564,19593,19450,19474,3313,1,0
2365,11/13/2018 17:00,19553,19716,19543,19563,4376,1,0
2366,11/13/2018 16:30,19302,19585,19293,19552,5083,1,0
2367,11/13/2018 16:00,19212,19424,19159,19304,4723,1,0
2368,11/13/2018 15:30,19273,19515,19211,19212,5453,1,0
2369,11/12/2018 21:30,19530,19530,19391,19417,4235,1,0
2370,11/12/2018 21:00,19574,19574,19468,19529,3170,1,0
2371,11/12/2018 20:30,19578,19666,19546,19572,2546,1,0
2372,11/12/2018 20:00,19570,19640,19527,19578,2489,1,0
2373,11/12/2018 19:30,19565,19621,19514,19573,2233,1,0
2374,11/12/2018 19:00,19574,19597,19524,19565,2190,1,0
2375,11/12/2018 18:30,19601,19613,19562,19574,2331,1,0
2376,11/12/2018 18:00,19540,19637,19535,19601,2922,1,0
2377,11/12/2018 17:30,19436,19557,19394,19540,2904,1,0
2378,11/12/2018 17:00,19467,19544,19377,19436,3502,1,0
2379,11/12/2018 16:30,19581,19589,19430,19467,3345,1,0
2380,11/12/2018 16:00,19673,19687,19561,19582,3735,1,0
2381,11/12/2018 15:30,19943,19981,19610,19674,4269,1,0
2382,11/9/2018 21:30,20428,20476,20412,20435,3721,1,0
2383,11/9/2018 21:00,20368,20445,20358,20429,2639,1,0
2384,11/9/2018 20:30,20243,20396,20242,20367,2547,1,0
2385,11/9/2018 20:00,20265,20285,20225,20243,1911,1,0
2386,11/9/2018 19:30,20309,20309,20263,20263,1464,1,0
2387,11/9/2018 19:00,20354,20364,20285,20309,1716,1,0
2388,11/9/2018 18:30,20318,20383,20310,20354,2032,1,0
2389,11/9/2018 18:00,20343,20402,20310,20319,2237,1,0
2390,11/9/2018 17:30,20345,20374,20315,20341,2563,1,0
2391,11/9/2018 17:00,20418,20450,20324,20345,3039,1,0
2392,11/9/2018 16:30,20471,20525,20392,20419,2533,1,0
2393,11/9/2018 16:00,20529,20572,20455,20470,3024,1,0
2394,11/9/2018 15:30,20525,20598,20409,20529,3669,1,0
2395,11/8/2018 21:30,20790,20849,20770,20849,2963,1,0
2396,11/8/2018 21:00,20793,20822,20749,20789,2971,1,0
2397,11/8/2018 20:30,20795,20813,20736,20790,2908,1,0
2398,11/8/2018 20:00,20809,20874,20750,20794,2861,1,0
2399,11/8/2018 19:30,20756,20809,20734,20809,1537,1,0
2400,11/8/2018 19:00,20768,20803,20753,20754,1543,1,0
2401,11/8/2018 18:30,20760,20790,20753,20767,1461,1,0
2402,11/8/2018 18:00,20728,20793,20702,20760,1669,1,0
2403,11/8/2018 17:30,20748,20770,20674,20727,2229,1,0
2404,11/8/2018 17:00,20762,20787,20718,20747,2507,1,0
2405,11/8/2018 16:30,20770,20819,20713,20765,2824,1,0
2406,11/8/2018 16:00,20851,20880,20745,20770,2814,1,0
2407,11/8/2018 15:30,20956,20991,20777,20850,3665,1,0
2408,11/7/2018 21:30,20849,20999,20848,20997,2417,1,0
2409,11/7/2018 21:00,20794,20855,20786,20849,1300,1,0
2410,11/7/2018 20:30,20758,20818,20753,20794,1147,1,0
2411,11/7/2018 20:00,20749,20774,20731,20760,1074,1,0
2412,11/7/2018 19:30,20772,20795,20724,20748,1030,1,0
2413,11/7/2018 19:00,20763,20782,20722,20772,985,1,0
2414,11/7/2018 18:30,20729,20788,20726,20765,1017,1,0
2415,11/7/2018 18:00,20745,20761,20708,20729,1162,1,0
2416,11/7/2018 17:30,20638,20752,20638,20744,1436,1,0
2417,11/7/2018 17:00,20614,20663,20578,20640,1497,1,0
2418,11/7/2018 16:30,20541,20643,20516,20613,1804,1,0
2419,11/7/2018 16:00,20481,20590,20456,20538,2278,1,0
2420,11/7/2018 15:30,20595,20610,20402,20477,2451,1,0
2421,11/6/2018 21:30,20261,20404,20258,20377,2304,1,0
2422,11/6/2018 21:00,20221,20271,20184,20262,1509,1,0
2423,11/6/2018 20:30,20204,20237,20166,20221,1381,1,0
2424,11/6/2018 20:00,20288,20296,20182,20207,1221,1,0
2425,11/6/2018 19:30,20293,20326,20285,20290,996,1,0
2426,11/6/2018 19:00,20295,20335,20280,20291,1177,1,0
2427,11/6/2018 18:30,20300,20346,20274,20294,1152,1,0
2428,11/6/2018 18:00,20354,20379,20295,20300,1384,1,0
2429,11/6/2018 17:30,20341,20379,20294,20352,1570,1,0
2430,11/6/2018 17:00,20294,20383,20239,20338,1851,1,0
2431,11/6/2018 16:30,20363,20373,20269,20291,1717,1,0
2432,11/6/2018 16:00,20419,20444,20316,20361,2070,1,0
2433,11/6/2018 15:30,20214,20469,20205,20423,2852,1,0
2434,11/5/2018 21:30,20130,20167,20104,20157,2444,1,0
2435,11/5/2018 21:00,20089,20180,20082,20130,1663,1,0
2436,11/5/2018 20:30,20161,20163,20064,20092,1473,1,0
2437,11/5/2018 20:00,20082,20176,20065,20163,1499,1,0
2438,11/5/2018 19:30,19988,20094,19959,20083,1254,1,0
2439,11/5/2018 19:00,20014,20043,19959,19988,1174,1,0
2440,11/5/2018 18:30,20010,20025,19968,20018,1176,1,0
2441,11/5/2018 18:00,20155,20166,19953,20014,1725,1,0
2442,11/5/2018 17:30,20082,20186,20064,20155,1828,1,0
2443,11/5/2018 17:00,20133,20155,20037,20082,1962,1,0
2444,11/5/2018 16:30,19861,20142,19856,20129,2674,1,0
2445,11/5/2018 16:00,20101,20113,19813,19864,3782,1,0
2446,11/5/2018 15:30,20342,20374,20079,20102,4048,1,0
2447,11/2/2018 21:30,20588,20617,20550,20605,2796,1,0
2448,11/2/2018 21:00,20719,20738,20584,20591,1764,1,0
2449,11/2/2018 20:30,20710,20741,20610,20720,1546,1,0
2450,11/2/2018 20:00,20648,20712,20541,20703,1367,1,0
2451,11/2/2018 19:30,20636,20722,20611,20646,1145,1,0
2452,11/2/2018 19:00,20622,20691,20563,20636,1371,1,0
2453,11/2/2018 18:30,20708,20712,20585,20623,1494,1,0
2454,11/2/2018 18:00,20721,20798,20680,20704,1478,1,0
2455,11/2/2018 17:30,20723,20774,20659,20720,1591,1,0
2456,11/2/2018 17:00,20789,20842,20650,20724,1770,1,0
2457,11/2/2018 16:30,20746,20816,20640,20789,1890,1,0
2458,11/2/2018 16:00,21001,21040,20740,20748,2535,1,0
2459,11/2/2018 15:30,20876,21357,20837,21012,3723,1,0
2460,11/1/2018 21:30,22079,22231,22070,22201,2947,1,0
2461,11/1/2018 21:00,21946,22082,21924,22078,1643,1,0
2462,11/1/2018 20:30,21906,21955,21823,21948,1278,1,0
2463,11/1/2018 20:00,22040,22045,21906,21907,1098,1,0
2464,11/1/2018 19:30,22051,22063,21950,22037,1103,1,0
2465,11/1/2018 19:00,21919,22074,21905,22051,1044,1,0
2466,11/1/2018 18:30,21902,21936,21862,21921,944,1,0
2467,11/1/2018 18:00,21920,21996,21886,21902,1098,1,0
2468,11/1/2018 17:30,21898,21988,21889,21920,1564,1,0
2469,11/1/2018 17:00,21748,21905,21721,21899,1778,1,0
2470,11/1/2018 16:30,21793,21834,21694,21747,2336,1,0
2471,11/1/2018 16:00,21742,21862,21677,21792,2829,1,0
2472,11/1/2018 15:30,21892,21994,21715,21779,2890,1,0
2473,10/31/2018 21:30,21977,21999,21866,21879,4417,1,0
2474,10/31/2018 21:00,21985,22026,21947,21983,2489,1,0
2475,10/31/2018 20:30,21990,21995,21927,21985,2418,1,0
2476,10/31/2018 20:00,21957,22043,21916,21988,2262,1,0
2477,10/31/2018 19:30,21967,21987,21901,21957,1912,1,0
2478,10/31/2018 19:00,21971,22043,21954,21965,2100,1,0
2479,10/31/2018 18:30,21916,21992,21895,21969,2735,1,0
2480,10/31/2018 18:00,21854,21943,21784,21915,2835,1,0
2481,10/31/2018 17:30,21978,21990,21798,21851,3530,1,0
2482,10/31/2018 17:00,21826,21980,21792,21977,3511,1,0
2483,10/31/2018 16:30,21874,21895,21814,21825,3805,1,0
2484,10/31/2018 16:00,21763,21916,21745,21874,3577,1,0
2485,10/31/2018 15:30,21671,21790,21627,21763,2897,1,0
2486,10/30/2018 21:30,21265,21371,21229,21341,4124,1,0
2487,10/30/2018 21:00,21297,21355,21207,21266,3170,1,0
2488,10/30/2018 20:30,21191,21325,21145,21292,3590,1,0
2489,10/30/2018 20:00,21288,21328,21149,21191,2170,1,0
2490,10/30/2018 19:30,21156,21304,21081,21292,1892,1,0
2491,10/30/2018 19:00,21241,21273,21089,21162,1755,1,0
2492,10/30/2018 18:30,21326,21399,21223,21241,1341,1,0
2493,10/30/2018 18:00,21283,21357,21205,21329,1346,1,0
2494,10/30/2018 17:30,21382,21445,21269,21283,1449,1,0
2495,10/30/2018 17:00,21201,21398,21150,21376,1518,1,0
2496,10/30/2018 16:30,21348,21427,21125,21201,1927,1,0
2497,10/30/2018 16:00,21476,21494,21250,21339,2019,1,0
2498,10/30/2018 15:30,20948,21511,20920,21476,4051,1,0
2499,10/29/2018 21:30,21148,21289,20679,21250,4566,1,0
2500,10/29/2018 21:00,21402,21409,21150,21150,3291,1,0
2501,10/29/2018 20:30,21362,21475,21316,21399,2283,1,0
2502,10/29/2018 20:00,21629,21629,21352,21367,2174,1,0
2503,10/29/2018 19:30,21542,21709,21529,21624,2275,1,0
2504,10/29/2018 19:00,21545,21683,21536,21545,1792,1,0
2505,10/29/2018 18:30,21538,21671,21504,21545,2308,1,0
2506,10/29/2018 18:00,21599,21703,21473,21534,2590,1,0
2507,10/29/2018 17:30,21793,21799,21583,21596,3279,1,0
2508,10/29/2018 17:00,21846,21886,21730,21793,3693,1,0
2509,10/29/2018 16:30,21894,21906,21812,21843,3763,1,0
2510,10/29/2018 16:00,21898,21966,21866,21891,3587,1,0
2511,10/29/2018 15:30,21946,21953,21800,21898,3996,1,0
2512,10/26/2018 22:30,21592,21699,21492,21612,4169,1,0
2513,10/26/2018 22:00,21573,21642,21460,21597,2086,1,0
2514,10/26/2018 21:30,21781,21839,21539,21567,1775,1,0
2515,10/26/2018 21:00,21859,21899,21699,21785,1691,1,0
2516,10/26/2018 20:30,21821,21883,21676,21859,1409,1,0
2517,10/26/2018 20:00,21881,22016,21817,21825,1668,1,0
2518,10/26/2018 19:30,21694,21937,21676,21881,1946,1,0
2519,10/26/2018 19:00,21634,21744,21618,21694,2320,1,0
2520,10/26/2018 18:30,21583,21685,21552,21634,2126,1,0
2521,10/26/2018 18:00,21284,21620,21266,21586,2168,1,0
2522,10/26/2018 17:30,21537,21572,21272,21284,2505,1,0
2523,10/26/2018 17:00,21627,21650,21457,21538,2346,1,0
2524,10/26/2018 16:30,21609,21779,21477,21613,6764,1,0
2525,10/25/2018 22:30,22111,22131,21972,21981,3408,1,0
2526,10/25/2018 22:00,22051,22133,22041,22109,2017,1,0
2527,10/25/2018 21:30,22014,22096,22003,22051,1558,1,0
2528,10/25/2018 21:00,21930,22022,21893,22013,1461,1,0
2529,10/25/2018 20:30,21915,21965,21892,21930,1420,1,0
2530,10/25/2018 20:00,21933,21955,21815,21913,1572,1,0
2531,10/25/2018 19:30,21894,21965,21881,21932,1561,1,0
2532,10/25/2018 19:00,21943,21955,21859,21896,1816,1,0
2533,10/25/2018 18:30,22000,22020,21940,21945,1524,1,0
2534,10/25/2018 18:00,21914,22025,21838,22002,3415,1,0
2535,10/25/2018 17:30,21942,21995,21908,21914,5170,1,0
2536,10/25/2018 17:00,21833,21965,21829,21941,5797,1,0
2537,10/25/2018 16:30,21814,21922,21673,21833,6998,1,0
2538,10/24/2018 22:30,21775,21819,21451,21505,5760,1,0
2539,10/24/2018 22:00,21961,21962,21764,21776,3360,1,0
2540,10/24/2018 21:30,22045,22081,21906,21958,3133,1,0
2541,10/24/2018 21:00,21907,22063,21858,22042,3285,1,0
2542,10/24/2018 20:30,21923,21998,21880,21907,3069,1,0
2543,10/24/2018 20:00,22127,22127,21908,21923,2296,1,0
2544,10/24/2018 19:30,22114,22140,22006,22132,2324,1,0
2545,10/24/2018 19:00,22147,22164,22069,22114,2264,1,0
2546,10/24/2018 18:30,21920,22159,21893,22150,3413,1,0
2547,10/24/2018 18:00,22055,22090,21889,21920,2510,1,0
2548,10/24/2018 17:30,22107,22155,22049,22053,4127,1,0
2549,10/24/2018 17:00,22189,22228,22067,22097,5283,1,0
2550,10/24/2018 16:30,22303,22420,22112,22192,6162,1,0
2551,10/23/2018 22:30,22259,22324,22240,22278,3645,1,0
2552,10/23/2018 22:00,22178,22321,22175,22261,3100,1,0
2553,10/23/2018 21:30,22028,22202,22026,22179,2373,1,0
2554,10/23/2018 21:00,21874,22056,21874,22028,2243,1,0
2555,10/23/2018 20:30,21907,21936,21844,21876,1957,1,0
2556,10/23/2018 20:00,21835,21975,21826,21909,1537,1,0
2557,10/23/2018 19:30,21865,21941,21821,21835,1683,1,0
2558,10/23/2018 19:00,21685,21885,21681,21863,2020,1,0
2559,10/23/2018 18:30,21736,21763,21681,21685,2130,1,0
2560,10/23/2018 18:00,21628,21768,21573,21736,2192,1,0
2561,10/23/2018 17:30,21607,21723,21543,21628,2413,1,0
2562,10/23/2018 17:00,21662,21670,21469,21605,6643,1,0
2563,10/23/2018 16:30,21593,21805,21539,21662,6454,1,0
2564,10/22/2018 22:30,22162,22224,22059,22061,3377,1,0
2565,10/22/2018 22:00,22116,22206,22087,22166,3062,1,0
2566,10/22/2018 21:30,22039,22142,22026,22118,2764,1,0
2567,10/22/2018 21:00,22055,22132,22034,22038,2963,1,0
2568,10/22/2018 20:30,22105,22172,22057,22057,2893,1,0
2569,10/22/2018 20:00,22149,22196,22089,22105,2632,1,0
2570,10/22/2018 19:30,22137,22211,22122,22149,3145,1,0
2571,10/22/2018 19:00,22189,22236,22078,22136,3273,1,0
2572,10/22/2018 18:30,22268,22289,22153,22189,3065,1,0
2573,10/22/2018 18:00,22261,22334,22228,22267,3565,1,0
2574,10/22/2018 17:30,22021,22331,21997,22265,3627,1,0
2575,10/22/2018 17:00,21979,22099,21969,22023,3507,1,0
2576,10/22/2018 16:30,22018,22119,21942,21979,2579,1,0
2577,10/19/2018 22:30,21979,22018,21917,21922,3116,1,0
2578,10/19/2018 22:00,21879,21989,21877,21974,2031,1,0
2579,10/19/2018 21:30,21856,21940,21840,21881,1856,1,0
2580,10/19/2018 21:00,21893,21902,21785,21857,1636,1,0
2581,10/19/2018 20:30,21976,22011,21888,21895,1368,1,0
2582,10/19/2018 20:00,21903,21988,21829,21976,1494,1,0
2583,10/19/2018 19:30,21812,21932,21741,21906,2175,1,0
2584,10/19/2018 19:00,21965,21988,21763,21815,2129,1,0
2585,10/19/2018 18:30,21991,22011,21885,21968,2004,1,0
2586,10/19/2018 18:00,22089,22122,21984,21989,2036,1,0
2587,10/19/2018 17:30,22036,22111,22023,22087,2210,1,0
2588,10/19/2018 17:00,21971,22081,21964,22036,2767,1,0
2589,10/19/2018 16:30,21811,21996,21796,21960,3539,1,0
2590,10/18/2018 22:30,21612,21644,21535,21614,3532,1,0
2591,10/18/2018 22:00,21624,21647,21552,21612,2130,1,0
2592,10/18/2018 21:30,21630,21714,21592,21621,2225,1,0
2593,10/18/2018 21:00,21559,21674,21540,21634,1789,1,0
2594,10/18/2018 20:30,21548,21589,21491,21559,2183,1,0
2595,10/18/2018 20:00,21712,21728,21486,21544,3081,1,0
2596,10/18/2018 19:30,21727,21805,21702,21713,2855,1,0
2597,10/18/2018 19:00,21626,21762,21601,21727,2907,1,0
2598,10/18/2018 18:30,21779,21785,21588,21627,3517,1,0
2599,10/18/2018 18:00,21923,21943,21763,21778,3430,1,0
2600,10/18/2018 17:30,21848,21971,21830,21923,2677,1,0
2601,10/18/2018 17:00,21842,21880,21775,21848,3131,1,0
2602,10/18/2018 16:30,21812,21891,21765,21845,3144,1,0
2603,10/17/2018 22:30,22144,22144,22015,22111,3035,1,0
2604,10/17/2018 22:00,22141,22169,22077,22144,1977,1,0
2605,10/17/2018 21:30,22030,22162,22013,22139,1782,1,0
2606,10/17/2018 21:00,22127,22183,21989,22035,1621,1,0
2607,10/17/2018 20:30,22180,22220,22121,22130,1479,1,0
2608,10/17/2018 20:00,22162,22262,22148,22175,1569,1,0
2609,10/17/2018 19:30,22113,22184,22081,22164,1464,1,0
2610,10/17/2018 19:00,22104,22184,22051,22114,1779,1,0
2611,10/17/2018 18:30,22093,22156,22013,22101,1734,1,0
2612,10/17/2018 18:00,22004,22109,21957,22093,1910,1,0
2613,10/17/2018 17:30,22103,22119,21931,22006,2561,1,0
2614,10/17/2018 17:00,22052,22109,21983,22103,3090,1,0
2615,10/17/2018 16:30,22243,22258,22032,22054,2772,1,0
2616,10/16/2018 22:30,22198,22289,22192,22193,2594,1,0
2617,10/16/2018 22:00,22134,22221,22104,22198,1672,1,0
2618,10/16/2018 21:30,22176,22189,22113,22132,1475,1,0
2619,10/16/2018 21:00,22061,22184,22050,22176,1398,1,0
2620,10/16/2018 20:30,22031,22104,22020,22060,1199,1,0
2621,10/16/2018 20:00,22005,22047,21994,22030,953,1,0
2622,10/16/2018 19:30,21969,22009,21948,22005,1177,1,0
2623,10/16/2018 19:00,22016,22061,21928,21969,1452,1,0
2624,10/16/2018 18:30,21890,22021,21881,22013,1481,1,0
2625,10/16/2018 18:00,21828,21917,21794,21896,1859,1,0
2626,10/16/2018 17:30,21758,21841,21676,21829,2385,1,0
2627,10/16/2018 17:00,21841,21880,21728,21758,3117,1,0
2628,10/16/2018 16:30,21858,21920,21776,21849,3257,1,0
2629,10/15/2018 22:30,21823,21858,21725,21725,3092,1,0
2630,10/15/2018 22:00,21919,21981,21820,21825,2328,1,0
2631,10/15/2018 21:30,21776,21948,21757,21917,2080,1,0
2632,10/15/2018 21:00,21898,21910,21767,21775,2035,1,0
2633,10/15/2018 20:30,21790,21936,21770,21895,1902,1,0
2634,10/15/2018 20:00,21867,21910,21764,21790,1885,1,0
2635,10/15/2018 19:30,21851,21889,21814,21866,2252,1,0
2636,10/15/2018 19:00,21811,21854,21727,21852,2969,1,0
2637,10/15/2018 18:30,21982,21998,21783,21810,3301,1,0
2638,10/15/2018 18:00,21920,22003,21858,21981,3150,1,0
2639,10/15/2018 17:30,21904,21997,21836,21917,3381,1,0
2640,10/15/2018 17:00,21894,21943,21771,21906,3138,1,0
2641,10/15/2018 16:30,22095,22179,21874,21894,3433,1,0
2642,10/12/2018 22:30,22073,22286,22040,22210,4299,1,0
2643,10/12/2018 22:00,21972,22100,21942,22074,2287,1,0
2644,10/12/2018 21:30,21903,22009,21811,21972,1988,1,0
2645,10/12/2018 21:00,21851,21913,21739,21903,2186,1,0
2646,10/12/2018 20:30,21837,21916,21763,21853,1672,1,0
2647,10/12/2018 20:00,21854,21988,21814,21839,1805,1,0
2648,10/12/2018 19:30,21861,21893,21680,21849,1839,1,0
2649,10/12/2018 19:00,21901,21922,21820,21861,1886,1,0
2650,10/12/2018 18:30,22005,22006,21800,21898,2424,1,0
2651,10/12/2018 18:00,22016,22077,21985,22008,2758,1,0
2652,10/12/2018 17:30,22026,22142,22006,22016,3615,1,0
2653,10/12/2018 17:00,22068,22222,22024,22029,3045,1,0
2654,10/12/2018 16:30,22143,22157,21969,22068,4313,1,0
2655,10/11/2018 22:30,21662,21743,21417,21434,3983,1,0
2656,10/11/2018 22:00,21371,21759,21320,21662,2786,1,0
2657,10/11/2018 21:30,21584,21585,21200,21377,4074,1,0
2658,10/11/2018 21:00,21702,21706,21505,21579,3622,1,0
2659,10/11/2018 20:30,21751,21798,21573,21702,3479,1,0
2660,10/11/2018 20:00,21691,21775,21587,21752,3976,1,0
2661,10/11/2018 19:30,21764,21805,21600,21693,3996,1,0
2662,10/11/2018 19:00,21667,21875,21626,21765,4490,1,0
2663,10/11/2018 18:30,21581,21784,21464,21667,4128,1,0
2664,10/11/2018 18:00,21617,21638,21393,21579,4188,1,0
2665,10/11/2018 17:30,21705,21793,21567,21619,4649,1,0
2666,10/11/2018 17:00,21931,21937,21550,21716,2995,1,0
2667,10/11/2018 16:30,21471,21943,21291,21929,3748,1,0
2668,10/10/2018 22:30,22080,22088,21603,21648,4908,1,0
2669,10/10/2018 22:00,22129,22129,21951,22080,2357,1,0
2670,10/10/2018 21:30,22167,22193,22008,22133,1705,1,0
2671,10/10/2018 21:00,22267,22279,22144,22168,1701,1,0
2672,10/10/2018 20:30,22322,22327,22234,22271,1725,1,0
2673,10/10/2018 20:00,22258,22379,22216,22323,1772,1,0
2674,10/10/2018 19:30,22331,22358,22251,22260,1902,1,0
2675,10/10/2018 19:00,22326,22394,22276,22332,1998,1,0
2676,10/10/2018 18:30,22334,22438,22277,22336,2028,1,0
2677,10/10/2018 18:00,22365,22405,22213,22331,3176,1,0
2678,10/10/2018 17:30,22342,22431,22310,22364,2288,1,0
2679,10/10/2018 17:00,22351,22410,22252,22338,2478,1,0
2680,10/10/2018 16:30,22600,22623,22276,22354,3180,1,0
2681,10/9/2018 22:30,22655,22726,22648,22683,2804,1,0
2682,10/9/2018 22:00,22667,22692,22626,22657,2083,1,0
2683,10/9/2018 21:30,22586,22680,22537,22665,1859,1,0
2684,10/9/2018 21:00,22555,22627,22525,22584,1657,1,0
2685,10/9/2018 20:30,22587,22591,22475,22563,1360,1,0
2686,10/9/2018 20:00,22539,22617,22480,22590,1464,1,0
2687,10/9/2018 19:30,22566,22614,22491,22539,1832,1,0
2688,10/9/2018 19:00,22655,22685,22554,22567,1673,1,0
2689,10/9/2018 18:30,22647,22676,22606,22653,1790,1,0
2690,10/9/2018 18:00,22634,22685,22508,22649,2051,1,0
2691,10/9/2018 17:30,22628,22703,22602,22634,3836,1,0
2692,10/9/2018 17:00,22413,22635,22331,22627,4679,1,0
2693,10/9/2018 16:30,22317,22488,22223,22412,5417,1,0
2694,10/8/2018 22:30,22391,22479,22375,22375,3027,1,0
2695,10/8/2018 22:00,22337,22418,22330,22375,2322,1,0
2696,10/8/2018 21:30,22251,22359,22251,22338,1884,1,0
2697,10/8/2018 21:00,22243,22370,22235,22253,1618,1,0
2698,10/8/2018 20:30,22177,22324,22174,22243,1751,1,0
2699,10/8/2018 20:00,22091,22234,22086,22177,1845,1,0
2700,10/8/2018 19:30,22205,22236,22086,22095,2025,1,0
2701,10/8/2018 19:00,22155,22219,22055,22205,2625,1,0
2702,10/8/2018 18:30,22245,22271,22011,22155,3034,1,0
2703,10/8/2018 18:00,22311,22320,22222,22249,3369,1,0
2704,10/8/2018 17:30,22388,22391,22245,22311,3343,1,0
2705,10/8/2018 17:00,22285,22429,22253,22388,3784,1,0
2706,10/8/2018 16:30,22180,22339,22091,22283,4784,1,0
2707,10/5/2018 22:30,22461,22498,22380,22409,2906,1,0
2708,10/5/2018 22:00,22491,22531,22451,22464,1713,1,0
2709,10/5/2018 21:30,22421,22513,22382,22489,1820,1,0
2710,10/5/2018 21:00,22315,22429,22295,22420,1503,1,0
2711,10/5/2018 20:30,22141,22344,22137,22315,1732,1,0
2712,10/5/2018 20:00,22287,22287,22036,22144,2196,1,0
2713,10/5/2018 19:30,22433,22433,22271,22287,1754,1,0
2714,10/5/2018 19:00,22390,22475,22383,22434,1771,1,0
2715,10/5/2018 18:30,22444,22488,22354,22388,2131,1,0
2716,10/5/2018 18:00,22601,22605,22384,22442,3111,1,0
2717,10/5/2018 17:30,22641,22673,22527,22601,3389,1,0
2718,10/5/2018 17:00,22606,22667,22554,22640,4340,1,0
